Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status,4.0_GA_195,4.0_GA_2020,4.0_GA_4020
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Sites""- ""Site-1-Site-2""- ""Type""- ""OLA""- """"- ""Operation cannot be done. Either site has more than 2 fibers connected OR side edge label is greater than B"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Sites""- ""Site-1-Site-2""- ""Type""- ""PASSTHROUGH""- """"- ""Operation cannot be done. Either site has more than 2 fibers connected OR side edge label is greater than B"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Sites""- ""Site-1-Site-2""- ""Scalable Upto Degree""- ""2""- """"- ""Edge side label cannot be greater than"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Fibers""- ""Fiber-1-Fiber-2""- ""Length""- ""&%((""- """"- ""Enter a valid Km value"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Fibers""- ""Fiber-1-Fiber-2""- ""Loss Coefficient [dB/km]""- ""&%((""- """"- ""Enter a valid Loss Coefficient value"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Fibers""- ""Fiber-1-Fiber-2""- ""Ageing Loss [dB]""- ""&%((""- """"- ""Enter a valid ageing loss value"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Fibers""- ""Fiber-1-Fiber-2""- ""PMD Coefficient""- ""&%((""- """"- ""Enter a valid PMD value"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Services""- ""Site-1-Site-2-1-Site-2-Site-1-1""- ""Protection-Primary Path Fiber""- ""1+1:Fiber-1-Fiber-2""- """"- ""Force both Primary Path Fiber and Secondary Path Fiber for Protected Service"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Services""- ""Site-1-Site-2-1-Site-2-Site-1-1""- ""Protection-Secondary Path Fiber""- ""1+1:Fiber-1-Fiber-2""- """"- ""Force both Primary Path Fiber and Secondary Path Fiber for Protected Service"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Services""- ""Site-1-Site-2-1-Site-2-Site-1-1""- ""Protection-Primary Path Channel""- ""1+1:Site-1-Site-2-1 ( Trail-1$Site-1-Site-2-1 )""- """"- ""Force both Primary Path Channel and Secondary Path Channel for Protected Service"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Services""- ""Site-1-Site-2-1-Site-2-Site-1-1""- ""Protection-Secondary Path Channel""- ""1+1:Site-1-Site-2-1 ( Trail-1$Site-1-Site-2-1 )""- """"- ""Force both Primary Path Channel and Secondary Path Channel for Protected Service"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Services""- ""Site-1-Site-2-1-Site-2-Site-1-1""- ""Protection-Primary Path Fiber""- ""Unprotected Disjoint:Fiber-1-Fiber-2""- """"- ""Force both Primary Path Fiber and Secondary Path Fiber for Protected Service"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Services""- ""Site-1-Site-2-1-Site-2-Site-1-1""- ""Protection-Tertiary Source-Tertiary Destination-Secondary Path Fiber""- ""Unprotected Disjoint:Site-1:Site-2:Fiber-1-Fiber-2""- """"- ""Force both Primary Path Fiber and Secondary Path Fiber for Protected Service"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-7""- ""Yes""- ""Services""- ""Site-3-Site-1-1""- ""Protection-Tertiary Source-Tertiary Destination-Primary Path Channel""- ""Unprotected Disjoint:Site-2:Site-4:Site-3-Site-1-1 ( Trail-1 )""- """"- ""Force both Primary Path Channel and Secondary Path Channel for Protected Service"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyInExplorerForNegativeCases,"  ""Network-31""- ""Yes""- ""Services""- ""Site-1-Site-2-1-Site-2-Site-1-1""- ""Protection-Tertiary Source-Tertiary Destination-Secondary Path Channel""- ""Unprotected Disjoint:Site-1:Site-2:Site-1-Site-2-1 ( Trail-1$Site-1-Site-2-1 )-Site-2-Site-1-1 ( Trail-1$Site-2-Site-1-1 )""- """"- ""Force both Primary Path Channel and Secondary Path Channel for Protected Service"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyForcingOfLayoutTemplate,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyForcingOfChassisType,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyForcingOfLayoutTemplateDependancies,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyFiberSourcedestination,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifySelectedSites,"  ""Network-9""- ""OTN"" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifySelectedSites,"  ""Network-9""- ""DWDM"" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifySelectedSites,"  ""Network-9""- ""ROADM"" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifySelectedSites,"  ""Network-9""- ""OLA"" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifySelectedSites,"  ""Network-9""- ""PASS_THROUGH"" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, copyMultipleNetworkItems,"  ""Network-34""- ""Services""- ""Site-1-Site-2-1-Site-2-Site-1-1""- """"- ""2"" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, copyServiceAndCheckInsideEntities,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editEntityAndVerifyAfterAnalyze,"  ""Network-36""- ""Yes""- ""Sites""- ""Site-1-Site-2""- ""Site Address""- ""abcd""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editEntityAndVerifyAfterAnalyze,"  ""Network-36""- ""Yes""- ""Sites""- ""Site-1-Site-2""- ""Position Lock""- ""true""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editEntityAndVerifyAfterAnalyze,"  ""Network-44""- ""Yes""- ""Sites""- ""Site-1-Site-2""- ""Chassis Type""- ""M6 Chassis""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editEntityAndVerifyAfterAnalyze,"  ""Network-36""- ""Yes""- ""Fibers""- ""Fiber-1-Fiber-2""- ""Fiber Type""- ""TWPlus""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editEntityAndVerifyAfterAnalyze,"  ""Network-36""- ""Yes""- ""Fibers""- ""Fiber-1-Fiber-2""- ""Length""- ""1""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editEntityAndVerifyAfterAnalyze,"  ""Network-36""- ""Yes""- ""Fibers""- ""Fiber-1-Fiber-2""- ""DCN Extension""- ""true""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editEntityAndVerifyAfterAnalyze,"  ""Network-36""- ""Yes""- ""Fibers""- ""Fiber-1-Fiber-2""- ""DCN Extension""- ""false""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editEntityAndVerifyAfterAnalyze,"  ""Network-36""- ""Yes""- ""Sites""- ""Site-1-Site-2""- ""Position Lock""- ""false""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editEntityAndVerifyAfterAnalyze,"  ""Network-36""- ""Yes""- ""Services""- ""Site-1-Site-2-1-Site-2-Site-1-1""- ""Type""- ""STS-3""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editEntityAndVerifyAfterAnalyze,"  ""Network-45""- ""Yes""- ""Waves""- ""Site-2-Site-1-1-Site-1-Site-2-1""- ""Protection Type""- ""Unprotected""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editEntityAndVerifyAfterAnalyze,"  ""Network-36""- ""Yes""- ""trail""- ""Site-2-Site-1-1-Site-1-Site-2-1""- ""Path of Wave""- ""Fiber-1-Fiber-2""- ""Trail-1"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editInEntityAndVerifyInExplorer,"  ""Network-36""- ""Sites""- ""Site-1-Site-2""- ""Site Type""- ""SMR-20""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyOptionsPresentInEntityEditor,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyAfterClose,"  ""Network-30""- ""Sites""- ""Site-1-Site-2""- ""Site Address""- ""abcd""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyAfterClose,"  ""Network-30""- ""Fibers""- ""Fiber-1-Fiber-2""- ""Length""- ""1""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyAfterClose,"  ""Network-30""- ""Services""- ""Site-1-Site-2-1-Site-1-Site-2-2""- ""Type""- ""STS-3""- """" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyAfterClose,"  ""Network-30""- ""trail""- ""Site-1-Site-2-1-Site-2-Site-1-1""- ""Src Card Type""- ""100G-SD-FEC""- ""Trail-1"" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyEditedPropertyAfterClose,"  ""Network-30""- ""trail""- ""Site-1-Site-2-1-Site-2-Site-1-1""- ""Path of Wave""- ""Fiber-1-Fiber-2""- ""Trail-1"" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, saveAsNetworkAndEdit,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, addContentionlessAndSave,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, searchEntityInEntityEditor,"  ""Network-9""- ""Sites""- ""Site-1"" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, searchEntityInEntityEditor,"  ""Network-9""- ""Fibers""- ""Fiber-1"" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, searchEntityInEntityEditor,"  ""Network-9""- ""Waves""- ""Site-1-Site-2-1"" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, searchEntityInEntityEditor,"  ""Network-9""- ""Services""- ""Service-1"" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, verifyWaveServiceDisplay,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, copyAfterClose,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, autoSetOfScalableUptoDegree,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, deleteMultiEntity,"  ""Network-43""- ""Waves""- ""Site-1-Site-2-1-Site-2-Site-1-1"" ",, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, deleteMultiEntity,"  ""Network-41""- ""Fibers""- ""Fiber-1-Fiber-2"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, deleteMultiEntity,"  ""Network-42""- ""Services""- ""Site-1-Site-2-1-Site-2-Site-1-1"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, deleteMultiEntity,"  ""Network-40""- ""Sites""- ""Site-1-Site-2"" ",, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, setXCoordinate,  ,, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, setYCoordinate,  ,, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editingFiberName,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editingMultipleSitesName,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editingServiceName,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editingSiteName,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editingWaveName,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editingMultipleFibersName,  ,, failed,Not Executed, failed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editingMultipleServicesName,  ,, passed,Not Executed, passed
Entity Editor, Entity Editor Test, propertyEditorSuite.Property_Editor_GUI, editingMultipleWavesName,  ,, passed,Not Executed, passed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Importalien_with_two_interfaces,  ,, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Delete_exiting_Aliens,  ,, passed,Not Executed, passed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_AllInterfaces_Imported_after_Importing_Aliens_Using_selectAllBotton_and_Deselecting_few,  ,, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_AllInterfaces_notavailable_inWavecreation_afterAlienDeletion_and_Gets_ImportedBack_after_reImporting_It,  ,, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Create_network_with_SauranAliencards_verifying_Forcing_respected,"  ""T5_100G_25%_DE"" ",, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Create_network_with_SauranAliencards_verifying_Forcing_respected,"  ""T5_200G_15%_DE"" ",, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Create_network_with_SauranAliencards_verifying_Forcing_respected,"  ""T5_100G_25%"" ",, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Create_network_with_SauranAliencards_verifying_Forcing_respected,"  ""T5_100G_15%_DE"" ",, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Create_network_with_SauranAliencards_verifying_Forcing_respected,"  ""T5_200G_25%"" ",, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Create_network_with_SauranAliencards_verifying_Forcing_respected,"  ""T5_100G_15%"" ",, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Create_network_with_SauranAliencards_verifying_Forcing_respected,"  ""T5_200G_15%"" ",, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Create_network_with_SauranAliencards_verifying_Forcing_respected,"  ""T5_200G_25%_DE"" ",, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_Downloading_Alienfile,  ,, passed,Not Executed, passed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_Network_analysis_with_BHAlien_on_NonSSON_network,  ,, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verifiy_BoM_report_After_Analysis_of_network_with_All_SauranAliencardsForced,  ,, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_Importing_Alien_which_Is_already_present,  ,, passed,Not Executed, passed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_Readonly_user_not_able_to_View_manageAlien_page,  ,, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_Error_popUP_if_usertry_to_open_network_whoes_alien_not_presents_in_server,  ,, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_Planner_designer_user_is_able_to_view_and_download_alien_not_delete_and_Import,"  ""Planner_BH"" ",, passed,Not Executed, passed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_Planner_designer_user_is_able_to_view_and_download_alien_not_delete_and_Import,"  ""Designer_BH"" ",, passed,Not Executed, passed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_Shared_Network_Analysis_for_Planner_user,  ,, failed,Not Executed, failed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_Importing_Fail_If_FileName_isDifferent_BUt_interface_is_common,  ,, passed,Not Executed, passed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_AlienImport_Fail_If_File_isotherthan_MXD_format,  ,, passed,Not Executed, passed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_NetworkAnlysis_after_forcing_sauranAlien_on_trafficnode,  ,, passed,Not Executed, passed
BHAlienImport GMPO_REL_4.0_AC1, AlienImport, BHAlienImport.ImportBHAlien, Verify_Forcing_Retain_on_reopeing_Analysednet_And_Moving_that_net_to_design,  ,, failed,Not Executed, failed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\clonedTempate.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\GMPO_ImportMixNode.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\GMPO_LinearTopology.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\GMPO_Many_Add_drop.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Cox Hampton Roads Import File updated copy.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\GUI-VzAdditionalConfig-WithoutRaman.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\GUI-VzAdditionalConfig-WithRaman.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Harrisburg_Camp_Hill_demo_file_Circuit_ID_new.xlsx"" ",, failed,Not Executed, failed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-AllService-S+NS-AutoWave-100G.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-AllService-S+NS-AutoWave.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-AllService-S+NS.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-AllService-Unprotectd-1+1-Autowave.xlsx"" ",, failed,Not Executed, failed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-AllService-Unprotectd-1+1.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-BottomUp-AutoService-AutoWave.xlsx"" ",, failed,Not Executed, failed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-BottomUp-AutoService.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-BottomUp-AutoWave-100G.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-BottomUp-AutoWave.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-BottomUp-OnlyTopology-SideLabelEdit.xlsx"" ",, failed,Not Executed, failed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-BottomUp-OnlyTopology.xlsx"" ",, failed,Not Executed, failed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-BottomUp-ServicewithWave-SideLabelEdit.xlsx"" ",, failed,Not Executed, failed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-SRLG-Positive.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Import-SRLG-Unprotected-Positive.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Phoenix_Full_Design_copy_2.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\Topology_From_Rel_322_SFS_aks002.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte And Analyze, importFeature.TemplateImportAndAnalyze, importNetwork,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\NetworkImportAndAnalyze\\VerifyOTNBOM_AllServices.xlsx"" ",, passed,Not Executed, passed
Import Template GMPO_REL_323, Import Tempalte Validation, importFeature.ImportTemplateValidation, Verify_Error_MSG_For_Incorrect_ImportTemplate,"  ""C:\\GMPOautomation\\NGGMPODriver\\Input\\invalid_Templates\\Batch_Command.xlsx""- ""[]"" ",, passed,Not Executed, passed
